gene1,gene2,score
PABPC1,USP10,0.818
PABPC1,CAPRIN1,0.837
PABPC1,G3BP2,0.907
PABPC1,TIA1,0.934
PABPC1,G3BP1,0.995
CAPRIN1,TIA1,0.859
CAPRIN1,TIAL1,0.861
CAPRIN1,FXR1,0.891
CAPRIN1,USP10,0.9
CAPRIN1,FMR1,0.944
CAPRIN1,G3BP2,0.993
CAPRIN1,G3BP1,0.999
FXR1,USP10,0.528
FXR1,TIA1,0.745
FXR1,TIAL1,0.748
FXR1,G3BP2,0.781
FXR1,G3BP1,0.95
FXR1,FMR1,0.992
G3BP2,TIAL1,0.705
G3BP2,FMR1,0.843
G3BP2,TIA1,0.853
G3BP2,G3BP1,0.987
G3BP2,USP10,0.996
TIAL1,USP10,0.442
TIAL1,FMR1,0.904
TIAL1,TIA1,0.983
TIAL1,G3BP1,0.996
FMR1,TIA1,0.805
FMR1,G3BP1,0.934
G3BP1,TIA1,0.998
G3BP1,USP10,0.999
TIA1,USP10,0.519
NFKB1,PRKCB,0.463
NFKB1,CARD14,0.537
NFKB1,CARD10,0.607
NFKB1,CARD11,0.861
NFKB1,MALT1,0.87
NFKB1,BCL10,0.929
NFKB1,PRKCQ,0.953
NFKB1,IKBKB,0.999
NFKB1,IKBKG,0.999
PRKCQ,MALT1,0.913
PRKCQ,PRKCB,0.915
PRKCQ,CARD14,0.932
PRKCQ,CARD10,0.949
PRKCQ,IKBKG,0.968
PRKCQ,BCL10,0.973
PRKCQ,IKBKB,0.981
PRKCQ,CARD11,0.998
TMEM43,CARD10,0.739
CARD11,PRKCB,0.972
CARD10,PRKCB,0.921
IKBKB,PRKCB,0.68
PRKCB,MALT1,0.755
PRKCB,BCL10,0.862
PRKCB,CARD14,0.916
PRKCQ,TRAF6,0.771
PRKCQ,MAP3K7,0.955
PRKCQ,CHUK,0.969
MAP3K7,MALT1,0.847
MAP3K7,CARD11,0.922
MAP3K7,BCL10,0.972
MAP3K7,CHUK,0.994
MAP3K7,IKBKG,0.999
CHUK,PRKCB,0.647
IL36RN,AP1S3,0.726
IL36RN,CARD14,0.78
NOD2,CARD10,0.496
NOD2,CARD11,0.575
NOD2,BCL10,0.629
NOD2,CARD14,0.771
AP1S3,CARD14,0.778
NAT9,CARD14,0.807
PYCARD,CASP9,0.613
PYCARD,NLRP6,0.994
PYCARD,CARD8,0.996
PYCARD,NLRP1,0.999
PYCARD,CASP1,0.999
PYCARD,CASP5,0.999
PYCARD,NLRP3,0.999
PYCARD,AIM2,0.999
PYCARD,NLRC4,0.999
DPP9,NLRP1,0.951
DPP9,CARD8,0.972
NLRP6,CARD8,0.944
NLRP6,CASP5,0.968
NLRP6,NLRP3,0.998
NLRP6,NLRP1,0.998
NLRP6,NLRC4,0.999
NLRP6,AIM2,0.999
NLRP6,CASP1,0.999
CASP9,AIM2,0.401
CASP9,NLRC4,0.578
CASP9,NLRP3,0.587
CASP9,CASP1,0.712
CASP9,NLRP1,0.87
CASP9,CARD8,0.976
NLRP3,CASP5,0.993
NLRP3,NLRP1,0.998
NLRP3,CARD8,0.998
NLRP3,CASP1,0.999
NLRP3,AIM2,0.999
NLRP3,NLRC4,0.999
AIM2,CARD8,0.981
AIM2,CASP5,0.989
AIM2,NLRC4,0.999
AIM2,CASP1,0.999
AIM2,NLRP1,0.999
CASP5,NLRC4,0.977
CASP5,CARD8,0.989
CASP5,CASP1,0.998
CASP5,NLRP1,0.999
NLRC4,CARD8,0.947
NLRC4,NLRP1,0.999
NLRC4,CASP1,0.999
CASP1,CARD8,0.997
CASP1,NLRP1,0.999
NLRP1,CARD8,0.956
RIPK2,CASP8,0.481
RIPK2,CLEC7A,0.53
RIPK2,MAPK11,0.635
RIPK2,BCL10,0.693
RIPK2,IKBKB,0.942
RIPK2,CARD9,0.971
RIPK2,NOD2,0.999
NOD2,CASP8,0.492
NOD2,SYK,0.517
NOD2,MAPK11,0.574
NOD2,CLEC7A,0.709
NOD2,IKBKB,0.807
NOD2,CARD9,0.995
CLEC7A,CASP8,0.787
CLEC7A,MALT1,0.803
CLEC7A,BCL10,0.816
CLEC7A,CARD9,0.973
CLEC7A,SYK,0.999
PRKCD,IKBKB,0.438
PRKCD,MALT1,0.49
PRKCD,CASP8,0.578
PRKCD,SYK,0.741
PRKCD,CARD9,0.955
MAPK11,IKBKB,0.419
MAPK11,BCL10,0.911
MAPK11,MALT1,0.915
MAPK11,CARD9,0.943
CASP8,SYK,0.446
CARD9,SYK,0.999
SYK,MALT1,0.79
SYK,BCL10,0.884
TMOD2,NFKBIL1,0.55
TMOD2,TTK,0.687
TMOD2,CAPZA1,0.791
TMOD2,CAPZA2,0.794
TMOD2,CARMIL2,0.881
TMOD1,CAPZB,0.416
TMOD1,NFKBIL1,0.493
TMOD1,TTK,0.59
TMOD1,CAPZA1,0.814
TMOD1,CAPZA2,0.84
TMOD1,CARMIL2,0.844
CAPZA1,CARMIL2,0.793
CAPZA1,TMOD3,0.822
CAPZA1,TMOD4,0.885
CAPZA1,CAPZA2,0.997
CAPZA1,CAPZB,0.999
TMOD4,NFKBIL1,0.597
TMOD4,CAPZB,0.604
TMOD4,TTK,0.713
TMOD4,CAPZA2,0.888
TMOD4,CARMIL2,0.899
TMOD3,NFKBIL1,0.493
TMOD3,CAPZB,0.594
TMOD3,TTK,0.635
TMOD3,CAPZA2,0.844
TMOD3,CARMIL2,0.846
CD28,CARMIL2,0.77
CARMIL2,NFKBIL1,0.65
CARMIL2,CAPZA2,0.68
CARMIL2,TTK,0.763
CARMIL2,CAPZB,0.833
CAPZA2,CAPZB,0.999
TTK,NFKBIL1,0.495
CARS2,GARS1,0.807
CARS2,YARS1,0.882
CARS2,SARS1,0.889
CARS2,IARS1,0.902
CARS2,PARS2,0.909
CARS2,CARS1,0.913
CARS2,LARS2,0.928
CARS2,LARS1,0.935
CARS2,IARS2,0.944
EEF1G,SARS1,0.42
EEF1G,LARS1,0.459
EEF1G,IARS1,0.464
EEF1G,YARS1,0.552
EEF1G,PARS2,0.802
EEF1G,CARS1,0.941
IARS2,CARS1,0.901
IARS2,SARS1,0.904
IARS2,PARS2,0.99
SARS1,PARS2,0.853
SARS1,IARS1,0.908
SARS1,CARS1,0.913
SARS1,LARS2,0.917
SARS1,LARS1,0.933
SARS1,YARS1,0.941
SARS1,GARS1,0.975
PARS2,GARS1,0.768
PARS2,CARS1,0.9
PARS2,LARS2,0.972
PARS2,YARS1,0.972
PARS2,LARS1,0.974
PARS2,IARS1,0.993
YARS1,CARS1,0.898
IARS1,CARS1,0.905
IARS1,LARS2,0.989
CARS1,GARS1,0.894
CARS1,LARS2,0.923
CARS1,LARS1,0.95
GARS1,LARS2,0.858
LARS1,LARS2,0.944
CARS2,RARS2,0.889
CARS2,VARS1,0.892
CARS2,CBSL,0.928
CARS2,CBS,0.932
RARS2,CARS1,0.859
RARS2,PARS2,0.953
RARS2,IARS1,0.99
RARS2,LARS1,0.99
PARS2,VARS1,0.912
IARS1,VARS1,0.9
VARS1,CARS1,0.872
VARS1,LARS1,0.968
CARS1,CBSL,0.565
CARS1,CBS,0.673
LIN7B,LIN7A,0.555
LIN7B,PPFIA2,0.677
LIN7B,DLG1,0.884
LIN7B,LIN7C,0.913
LIN7B,APBA1,0.925
LIN7B,CASK,0.996
APBA1,SDC2,0.415
APBA1,DLG1,0.754
APBA1,PPFIA2,0.759
APBA1,CASKIN1,0.841
APBA1,LIN7C,0.981
APBA1,LIN7A,0.992
APBA1,CASK,0.999
LIN7C,LIN7A,0.554
LIN7C,PPFIA2,0.64
LIN7C,DLG1,0.956
LIN7C,CASK,0.987
SDC2,CASKIN1,0.427
SDC2,LIN7A,0.428
SDC2,CASK,0.966
CASKIN1,PPFIA2,0.485
CASKIN1,LIN7A,0.627
CASKIN1,CASK,0.972
DLG1,LIN7A,0.877
DLG1,CASK,0.98
WHRN,LIN7A,0.418
WHRN,CASK,0.968
WHRN,EPS8,0.987
LIN7A,EPS8,0.591
LIN7A,PPFIA2,0.833
LIN7A,CASK,0.999
PPFIA2,CASK,0.971
EPS8,CASK,0.965
RIPK1,BID,0.403
RIPK1,CASP7,0.744
RIPK1,FASLG,0.799
RIPK1,CASP3,0.908
RIPK1,FAS,0.966
RIPK1,CASP10,0.996
RIPK1,CFLAR,0.999
RIPK1,FADD,0.999
RIPK1,CASP8,0.999
RIPK1,TRADD,0.999
CASP10,CASP7,0.968
CASP10,CASP3,0.969
CASP10,BID,0.976
CASP10,FASLG,0.982
CASP10,TRADD,0.996
CASP10,FAS,0.996
CASP10,CFLAR,0.998
CASP10,CASP8,0.999
CASP10,FADD,0.999
FADD,CASP7,0.669
FADD,BID,0.904
FADD,CASP3,0.951
FADD,CASP8,0.999
FADD,TRADD,0.999
FADD,FASLG,0.999
FADD,CFLAR,0.999
FADD,FAS,0.999
CASP3,TRADD,0.775
CASP3,BID,0.827
CASP3,CFLAR,0.863
CASP3,FASLG,0.892
CASP3,FAS,0.911
CASP3,CASP7,0.95
CASP3,CASP8,0.999
CFLAR,BID,0.656
CFLAR,FASLG,0.963
CFLAR,FAS,0.997
CFLAR,CASP8,0.999
CFLAR,TRADD,0.999
BID,TRADD,0.451
BID,CASP7,0.512
BID,FASLG,0.867
BID,FAS,0.873
BID,CASP8,0.992
TRADD,CASP7,0.579
TRADD,FASLG,0.938
TRADD,FAS,0.992
TRADD,CASP8,0.999
CASP8,CASP7,0.992
CASP8,FAS,0.999
CASP8,FASLG,0.999
FASLG,CASP7,0.675
FASLG,FAS,0.999
CASP7,FAS,0.543
TGM1,KLK5,0.411
TGM1,CDSN,0.8
TGM1,FLG,0.907
TGM1,IVL,0.989
BLMH,IVL,0.449
BLMH,CDSN,0.491
BLMH,FLG,0.613
BLMH,TGM3,0.669
KLK5,TGM3,0.411
KLK5,SERPINB12,0.427
KLK5,LOR,0.498
KLK5,IVL,0.509
KLK5,CDSN,0.666
KLK5,CASP14,0.705
KLK5,FLG2,0.752
KLK5,FLG,0.941
LOR,TGM3,0.907
LOR,CDSN,0.933
LOR,FLG,0.998
LOR,IVL,0.999
IVL,TGM3,0.746
IVL,CASP14,0.77
IVL,CDSN,0.81
IVL,FLG2,0.995
IVL,FLG,0.997
FLG,CDSN,0.737
FLG,TGM3,0.757
FLG,FLG2,0.832
FLG,CASP14,0.946
CDSN,TGM3,0.711
CDSN,FLG2,0.79
CDSN,CASP14,0.799
TGM3,SERPINB12,0.517
TGM3,FLG2,0.777
TGM3,CASP14,0.78
SERPINB12,FLG2,0.527
SERPINB12,CASP14,0.731
GABPB1,CASP2,0.903
YWHAG,CASP2,0.907
CYCS,CRADD,0.401
CYCS,PIDD1,0.455
CYCS,BIRC2,0.631
CYCS,CASP2,0.847
CYCS,CASP8,0.952
CYCS,CASP3,0.997
CYCS,APAF1,0.999
CASP3,PIDD1,0.421
CASP3,CASP2,0.9
CASP3,BIRC2,0.997
CASP3,APAF1,0.999
CASP2,APAF1,0.859
CASP2,BIRC2,0.872
CASP2,CASP8,0.893
CASP2,BID,0.972
CASP2,PIDD1,0.999
CASP2,CRADD,0.999
BID,APAF1,0.61
BID,PIDD1,0.929
PIDD1,APAF1,0.633
PIDD1,CASP8,0.681
PIDD1,CRADD,0.999
CASP8,CRADD,0.523
CASP8,APAF1,0.97
CASP8,BIRC2,0.971
CRADD,BIRC2,0.506
CRADD,APAF1,0.745
APAF1,BIRC2,0.66
RIPK3,TNFRSF10B,0.605
RIPK3,CASP3,0.691
RIPK3,FASLG,0.76
RIPK3,CASP10,0.781
RIPK3,CFLAR,0.992
RIPK3,TNF,0.998
RIPK3,TRADD,0.999
RIPK3,RIPK1,0.999
RIPK3,CASP8,0.999
RIPK3,FADD,0.999
RIPK1,TNFRSF10B,0.995
RIPK1,TNF,0.999
TNFRSF10B,CASP3,0.782
TNFRSF10B,CASP10,0.957
TNFRSF10B,TRADD,0.99
TNFRSF10B,CFLAR,0.991
TNFRSF10B,TNF,0.997
TNFRSF10B,FADD,0.999
TNFRSF10B,CASP8,0.999
TNFRSF10B,FASLG,0.999
CASP10,TNF,0.548
FADD,TNF,0.99
CASP3,TNF,0.939
CFLAR,TNF,0.798
TRADD,TNF,0.999
CASP8,TNF,0.999
FASLG,TNF,0.984
CASQ2,ATP2A1,0.533
CASQ2,MYL1,0.571
CASQ2,SRL,0.597
JSRP1,ATP2A1,0.505
JSRP1,SRL,0.528
JSRP1,RYR1,0.661
JSRP1,ASPH,0.672
JSRP1,TRDN,0.75
JSRP1,CASQ1,0.769
MYL1,RYR1,0.466
MYL1,RYR2,0.493
MYL1,SRL,0.713
MYL1,TRDN,0.747
MYL1,ATP2A1,0.811
MYL1,CASQ1,0.841
TRDN,SRL,0.637
TRDN,ATP2A1,0.769
ATP2A1,RYR3,0.619
ATP2A1,SRL,0.847
ATP2A1,CASQ1,0.855
RYR1,SRL,0.705
CASQ1,SRL,0.803
ASPH,SRL,0.418
KCNJ2,TRDN,0.684
KCNJ2,RYR2,0.729
KCNJ2,CASQ2,0.756
KCNJ2,CACNA1C,0.853
CASQ2,PLN,0.771
CASQ2,CACNA1C,0.777
CACNA1C,PLN,0.437
CACNA1C,FKBP1B,0.447
CACNA1C,ASPH,0.477
CACNA1C,RYR3,0.737
CACNA1C,TRDN,0.779
GNA11,PTH,0.454
GNA11,GNAI1,0.593
GNA11,GCM2,0.662
GNA11,PLCB2,0.944
GNA11,PLCB3,0.952
GNA11,PLCB1,0.973
GNA11,CASR,0.977
PLCB2,PLCB1,0.801
PLCB2,PLCB3,0.835
PLCB2,GPRC6A,0.912
PLCB2,CASR,0.925
PLCB2,GNAI1,0.926
PLCB2,GNAQ,0.994
GNAQ,GPRC6A,0.674
GNAQ,GNAI1,0.744
GNAQ,CASR,0.968
GNAQ,PLCB1,0.999
GNAQ,PLCB3,0.999
GPRC6A,GNAI1,0.562
GPRC6A,PLCB1,0.9
GPRC6A,PLCB3,0.91
GPRC6A,CASR,0.957
PLCB1,PTH,0.433
PLCB1,PLCB3,0.854
PLCB1,CASR,0.905
PLCB1,GNAI1,0.928
GABBR1,CASR,0.904
GABBR1,GNAI1,0.98
GCM2,PTH,0.906
GCM2,CASR,0.945
CASR,PLCB3,0.915
CASR,GNAI1,0.932
CASR,PTH,0.951
PLCB3,GNAI1,0.93
CAPN9,CAPN8,0.553
CAPN9,CAPNS2,0.663
CAPN9,CAPNS1,0.677
CAPN9,CAST,0.768
CAPN2,SPTAN1,0.762
CAPN2,TLN1,0.971
TLN1,SPTAN1,0.529
TLN1,CAPNS1,0.647
TLN1,CAPN1,0.77
TLN1,CAST,0.784
CAPN8,CAPNS2,0.668
CAPN8,CAPNS1,0.677
CAPN8,CAPN1,0.777
CAPN8,CAST,0.955
CAST,SPTAN1,0.79
CAPN1,SPTAN1,0.786
CAT,SOD2-2,0.881
CAT,SOD3,0.892
CAT,SOD2,0.908
CAT,HAAO,0.91
CAT,KYNU,0.914
CAT,SOD1,0.92
CAT,HAO1,0.922
CAT,HAO2,0.923
CAT,SCP2,0.939
CAT,HSD17B4,0.954
KYNU,HAAO,0.998
SOD1,SCP2,0.437
SOD1,SOD2-2,0.908
SOD1,SOD2,0.994
HAAO,HAO2,0.473
HAO2,SCP2,0.658
HAO2,HSD17B4,0.69
SCP2,HAO1,0.635
HAO1,HSD17B4,0.662
SOD3,SOD2-2,0.834
SOD3,SOD2,0.839
CATIP,PCYT1B,0.507
CATIP,CABYR,0.523
CATIP,FBXL13,0.529
CATIP,VWC2L,0.563
CATIP,TPGS1,0.572
CATIP,AK8,0.576
CATIP,TEX55,0.581
CATIP,FOPNL,0.596
CATIP,FAM227A,0.61
CATIP,GAS2L2,0.628
TEX55,FBXL13,0.455
TEX55,AK8,0.461
TEX55,TPGS1,0.526
AK8,FBXL13,0.443
AK8,TPGS1,0.504
AK8,GAS2L2,0.603
VWC2L,PCYT1B,0.497
FBXL13,TPGS1,0.523
CATSPERB,HSPA2,0.952
CATSPERB,CATSPERZ,0.953
CATSPERB,EFCAB9,0.964
CATSPERB,CATSPER2,0.969
CATSPERB,CATSPERE,0.973
CATSPERB,CATSPER3,0.989
CATSPERB,CATSPER4,0.992
CATSPERB,CATSPERG,0.992
CATSPERB,CATSPERD,0.996
CATSPERB,CATSPER1,0.999
CATSPER3,HSPA2,0.741
CATSPER3,CATSPERG,0.932
CATSPER3,CATSPERZ,0.943
CATSPER3,CATSPERE,0.951
CATSPER3,EFCAB9,0.983
CATSPER3,CATSPER1,0.985
CATSPER3,CATSPER4,0.985
CATSPER3,CATSPER2,0.986
CATSPER3,CATSPERD,0.986
CATSPER1,HSPA2,0.928
CATSPER1,CATSPERE,0.95
CATSPER1,CATSPERZ,0.956
CATSPER1,CATSPER2,0.983
CATSPER1,CATSPER4,0.983
CATSPER1,EFCAB9,0.988
CATSPER1,CATSPERD,0.989
CATSPER1,CATSPERG,0.998
CATSPERE,HSPA2,0.731
CATSPERE,EFCAB9,0.943
CATSPERE,CATSPER4,0.947
CATSPERE,CATSPERG,0.948
CATSPERE,CATSPERZ,0.958
CATSPERE,CATSPERD,0.966
CATSPERE,CATSPER2,0.979
CATSPERD,HSPA2,0.731
CATSPERD,EFCAB9,0.941
CATSPERD,CATSPERZ,0.952
CATSPERD,CATSPER4,0.974
CATSPERD,CATSPER2,0.987
CATSPERD,CATSPERG,0.988
CATSPER2,HSPA2,0.72
CATSPER2,CATSPERG,0.935
CATSPER2,CATSPERZ,0.946
CATSPER2,EFCAB9,0.966
CATSPER2,CATSPER4,0.972
HSPA2,CATSPERG,0.724
HSPA2,CATSPERZ,0.75
HSPA2,CATSPER4,0.75
HSPA2,EFCAB9,0.751
EFCAB9,CATSPERG,0.924
EFCAB9,CATSPER4,0.97
EFCAB9,CATSPERZ,0.992
CATSPERG,CATSPER4,0.906
CATSPERG,CATSPERZ,0.914
CATSPER4,CATSPERZ,0.942
CAV2,ESR1,0.655
CAV2,NOS3,0.871
CAV2,CAVIN1,0.92
CAV2,CALML3,0.936
CAV2,CALML5,0.936
CAV2,FYN,0.962
CAV2,SRC,0.971
CAV2,EGFR,0.977
CAV2,CAV1,0.999
EGFR,BSG,0.744
EGFR,CALML5,0.81
EGFR,CALML3,0.811
EGFR,FYN,0.873
EGFR,CAVIN1,0.885
EGFR,ESR1,0.988
EGFR,CAV1,0.999
EGFR,SRC,0.999
NOS3,CAVIN1,0.529
NOS3,SRC,0.586
NOS3,ESR1,0.773
NOS3,CALML3,0.999
NOS3,CALML5,0.999
NOS3,CAV1,0.999
CALML3,FYN,0.682
CALML3,SRC,0.927
CALML3,ESR1,0.981
CALML3,CAV1,0.996
BSG,SRC,0.486
CAV1,CALML5,0.996
CAV1,FYN,0.997
CAV1,ESR1,0.998
CAV1,SRC,0.999
FYN,CALML5,0.681
FYN,SRC,0.999
SRC,CALML5,0.927
SRC,ESR1,0.999
CALML5,ESR1,0.979
SNTA1,SGCD,0.967
SNTA1,DAG1,0.985
SNTA1,CAV3,0.989
SNTA1,DMD,0.998
CAV2,CAV3,0.998
TRIM72,SGCD,0.401
TRIM72,CAVIN1,0.839
TRIM72,DYSF,0.989
TRIM72,CAV3,0.994
SGCD,CAV3,0.978
SGCD,DMD,0.996
SGCD,DAG1,0.999
CAV1,DMD,0.615
CAV1,DAG1,0.712
CAV1,CAV3,0.995
CAV3,SRC,0.966
CAV3,CAVIN1,0.979
CAV3,DMD,0.99
CAV3,DAG1,0.994
CAV3,DYSF,0.999
CAVIN1,DMD,0.644
CAVIN1,DAG1,0.701
CAVIN1,DYSF,0.769
DMD,DYSF,0.959
SRC,DAG1,0.72
DYSF,DAG1,0.79
CAV2,EHD2,0.588
CAV2,CAVIN3,0.642
EHD2,CAV3,0.47
EHD2,CAVIN3,0.689
EHD2,CAV1,0.786
EHD2,CAVIN1,0.893
EGFR,CAV3,0.931
GHDC,CAVIN1,0.832
CAVIN3,CAV3,0.595
CAVIN3,CAVIN1,0.894
CAVIN3,CAV1,0.922
ELOB,APOBEC3F,0.927
ELOB,APOBEC3G,0.938
ELOB,RNF7,0.999
ELOB,ELOC,0.999
ELOB,CBFB,0.999
ELOB,CUL5,0.999
RNF7,APOBEC3F,0.888
RNF7,APOBEC3G,0.891
RNF7,CBFB,0.993
RUNX1,RUNX2,0.897
RUNX1,MYH11,0.922
RUNX1,RUNX3,0.98
RUNX1,CBFB,0.999
APOBEC3F,ELOC,0.913
APOBEC3F,APOBEC3G,0.933
APOBEC3F,CBFB,0.967
APOBEC3F,CUL5,0.98
RUNX2,RUNX3,0.933
RUNX2,CBFB,0.999
CUL5,APOBEC3G,0.984
CUL5,CBFB,0.999
MYH11,CBFB,0.978
RUNX3,CBFB,0.999
APOBEC3G,ELOC,0.894
APOBEC3G,CBFB,0.957
CBFB,ELOC,0.999
CBL,MET,0.999
CBL,RAPGEF1,0.999
CBL,SRC,0.999
CBL,ZAP70,0.999
CBL,EGFR,0.999
CBL,SPRY2,0.999
ZAP70,MET,0.421
ZAP70,RAPGEF1,0.55
ZAP70,SRC,0.629
ZAP70,CRKL,0.717
ZAP70,CRK,0.828
ZAP70,EGFR,0.879
ZAP70,GRB2,0.992
EGFR,RAPGEF1,0.73
EGFR,SPRY2,0.846
EGFR,SH3KBP1,0.98
EGFR,CRKL,0.993
EGFR,MET,0.996
EGFR,CRK,0.997
EGFR,GRB2,0.999
CRK,SH3KBP1,0.728
CRK,MET,0.91
CRK,RAPGEF1,0.999
CRK,SRC,0.999
MET,RAPGEF1,0.6
MET,CRKL,0.812
MET,SH3KBP1,0.919
MET,SRC,0.993
MET,GRB2,0.999
CRKL,SH3KBP1,0.573
CRKL,SRC,0.957
CRKL,RAPGEF1,0.999
RAPGEF1,SRC,0.807
RAPGEF1,GRB2,0.983
SRC,SPRY2,0.519
SRC,SH3KBP1,0.736
SRC,GRB2,0.999
SPRY2,SH3KBP1,0.704
SPRY2,GRB2,0.987
CBL,CBLB,0.948
CBL,RPS27A,0.954
CBL,UBE2D2,0.994
CBL,UBC,0.994
CBL,PIK3R1,0.999
ZAP70,RPS27A,0.815
ZAP70,UBC,0.823
ZAP70,UBE2D2,0.838
ZAP70,PIK3R1,0.949
ZAP70,SYK,0.977
ZAP70,CBLB,0.996
RPS27A,SYK,0.545
RPS27A,GRB2,0.639
RPS27A,EGFR,0.769
RPS27A,CBLB,0.942
RPS27A,SH3KBP1,0.979
RPS27A,UBE2D2,0.996
EGFR,SYK,0.484
EGFR,UBC,0.899
EGFR,CBLB,0.995
EGFR,PIK3R1,0.998
SYK,UBC,0.554
SYK,UBE2D2,0.573
SYK,CBLB,0.96
SYK,PIK3R1,0.98
GRB2,UBC,0.662
GRB2,CBLB,0.965
GRB2,PIK3R1,0.998
SH3KBP1,PIK3R1,0.857
SH3KBP1,CBLB,0.989
SH3KBP1,UBC,0.991
UBE2D2,CBLB,0.965
UBE2D2,UBC,0.998
PIK3R1,CBLB,0.974
UBC,CBLB,0.98
CBLIF,TFF2,0.702
CBLIF,ATP4A,0.731
CBLIF,LIPF,0.746
CBLIF,TCN1,0.765
CBLIF,CBL,0.863
CBLIF,ATP4B,0.875
TCN1,AMN,0.584
TCN1,CUBN,0.675
TCN1,CBL,0.934
ATP4A,TFF2,0.529
ATP4A,LIPF,0.603
ATP4A,ATP4B,0.999
CBL,AMN,0.566
CBL,LRP2,0.58
CBL,CUBN,0.805
TFF2,LIPF,0.516
TFF2,ATP4B,0.59
ATP4B,LIPF,0.757
AHCY,MTRR,0.607
AHCY,SHMT1,0.759
AHCY,SHMT2,0.857
AHCY,AHCYL2,0.921
BHMT2,SHMT2,0.725
BHMT2,SHMT1,0.786
BHMT2,MTRR,0.812
BHMT2,AHCYL2,0.973
BHMT,MTRR,0.816
BHMT,SHMT2,0.82
BHMT,SHMT1,0.872
BHMT,AHCYL2,0.975
AHCYL2,SHMT2,0.619
AHCYL2,SHMT1,0.627
AHCYL2,AHCYL1,0.964
AHCYL2,CTH,0.971
AHCYL2,MTR,0.972
AHCYL2,CBS,0.975
SHMT1,AHCYL1,0.61
SHMT1,CTH,0.677
SHMT1,MTRR,0.929
SHMT1,CBS,0.987
SHMT1,MTR,0.994
SHMT2,AHCYL1,0.601
SHMT2,CTH,0.666
SHMT2,MTRR,0.671
SHMT2,CBS,0.972
SHMT2,MTR,0.984
MTR,MTRR,0.999
CTH,MTRR,0.757
CBS,MTRR,0.97
PHC2,PHC3,0.973
PHC2,COMMD3-BMI1,0.978
PHC2,CBX4,0.994
PHC2,PHC1,0.996
PHC2,RNF2,0.997
PHC2,PCGF2,0.998
PHC2,RING1,0.998
PHC2,CBX8,0.999
PHC2,BMI1,0.999
PHC2,CBX2,0.999
CBX8,COMMD3-BMI1,0.989
CBX8,PHC1,0.996
CBX8,PHC3,0.998
CBX8,CBX2,0.998
CBX8,CBX4,0.999
CBX4,COMMD3-BMI1,0.994
CBX4,PHC3,0.995
CBX4,PCGF2,0.997
CBX4,PHC1,0.998
CBX4,CBX2,0.998
CBX4,BMI1,0.999
CBX4,RNF2,0.999
CBX4,RING1,0.999
CBX2,COMMD3-BMI1,0.995
CBX2,PHC3,0.996
CBX2,RING1,0.999
CBX2,BMI1,0.999
CBX2,RNF2,0.999
CBX2,PCGF2,0.999
CBX2,PHC1,0.999
RNF2,PHC3,0.994
RNF2,COMMD3-BMI1,0.999
RNF2,PHC1,0.999
RING1,PHC3,0.99
RING1,COMMD3-BMI1,0.997
RING1,PHC1,0.999
BMI1,COMMD3-BMI1,0.979
BMI1,PHC3,0.992
BMI1,PHC1,0.999
PHC3,COMMD3-BMI1,0.692
PHC3,PCGF2,0.993
PHC3,PHC1,0.996
PHC1,COMMD3-BMI1,0.998
PHC1,PCGF2,0.999
COMMD3-BMI1,PCGF2,0.986
CHMP4B,CC2D1A,0.798
CHMP4B,VPS4B,0.936
CHMP4B,CHMP4A,0.946
CHMP4B,VPS4A,0.952
CHMP4B,CHMP5,0.972
CHMP4B,CHMP4C,0.973
CHMP4B,CHMP6,0.995
CHMP4B,CHMP3,0.998
CHMP5,CC2D1A,0.704
CHMP5,CHMP4A,0.871
CHMP5,CHMP4C,0.992
CHMP5,CHMP6,0.997
CHMP5,CHMP3,0.997
CHMP5,VPS4A,0.998
CHMP5,VPS4B,0.998
CRBN,CC2D1A,0.802
CRBN,PRSS12,0.846
VPS4B,CC2D1A,0.713
VPS4B,CHMP4A,0.975
VPS4B,CHMP3,0.978
VPS4B,CHMP4C,0.987
VPS4B,VPS4A,0.988
VPS4B,CHMP6,0.995
VPS4A,CC2D1A,0.752
VPS4A,CHMP4A,0.986
VPS4A,CHMP4C,0.988
VPS4A,CHMP3,0.989
VPS4A,CHMP6,0.999
CHMP3,CC2D1A,0.701
CHMP3,CHMP4C,0.982
CHMP3,CHMP4A,0.999
CHMP3,CHMP6,0.999
PRSS12,CC2D1A,0.909
CHMP4C,CHMP4A,0.926
CHMP4C,CC2D1A,0.932
CHMP4C,CHMP6,0.941
CC2D1A,CHMP6,0.817
CC2D1A,CHMP4A,0.867
CHMP6,CHMP4A,0.998
TMEM231,AHI1,0.96
ADAMTS2,FLT4,0.407
ADAMTS2,FAT4,0.413
ADAMTS2,VEGFC,0.534
FLT4,GJC2,0.66
FLT4,CCBE1,0.663
FLT4,SOX18,0.809
FLT4,FOXC2,0.828
FLT4,VEGFC,0.999
FLT4,VEGFD,0.999
ADAMTS3,FAT4,0.458
ADAMTS3,VEGFC,0.48
VEGFD,SOX18,0.431
VEGFD,CCBE1,0.616
VEGFD,VEGFC,0.971
SOX18,GJC2,0.604
SOX18,VEGFC,0.683
SOX18,CCBE1,0.689
SOX18,FOXC2,0.847
GJC2,CCBE1,0.612
GJC2,FOXC2,0.781
FAT4,CCBE1,0.579
COL25A1,CCBE1,0.536
VEGFC,FOXC2,0.756
